longitude,latitude,elevation,magnitude,magnitude^10,place,id,time,dt,year
79.325,41.52,15.0,6.2,83929936.58683404,Kyrgyzstan-Xinjiang border region,iscgem786548,38569931000,1971-03-23 17:52:11.000,1971
-6.978,70.974,15.0,6.2,83929936.58683404,Jan Mayen Island region,iscgem786547,38568389000,1971-03-23 17:26:29.000,1971
-176.147,-23.024,72.6,6.3,98493029.18817906,south of the Fiji Islands,iscgem786541,38542527000,1971-03-23 10:15:27.000,1971
127.216,8.417,58.5,6.1,71334291.16628821,Philippine Islands region,iscgem786403,38003721000,1971-03-17 04:35:21.000,1971
163.705,-10.968,20.0,6.4,115292150.46068476,Solomon Islands,iscgem786399,37974751000,1971-03-16 20:32:31.000,1971
-130.358,50.396,17.1,6.2,83929936.58683404,"Vancouver Island, Canada region",iscgem786349,37756294000,1971-03-14 07:51:34.000,1971
145.393,-5.775,111.0,6.6,156833688.0910795,"eastern New Guinea region, Papua New Guinea",iscgemsup786345,37739545000,1971-03-14 03:12:25.000,1971
173.655,-18.282,25.0,6.1,71334291.16628821,Fiji region,iscgem786342,37727280000,1971-03-13 23:48:00.000,1971
161.423,-10.452,98.4,6.0,60466176.0,Solomon Islands,iscgem787722,36392151000,1971-02-26 12:55:51.000,1971
-67.151,-23.804,183.7,6.9,244619406.06547612,"Jujuy, Argentina",iscgem787582,35980522000,1971-02-21 18:35:22.000,1971
178.405,-25.204,587.2,6.5,134627433.44628906,south of the Fiji Islands,iscgem787413,35452263000,1971-02-15 15:51:03.000,1971
-118.37,34.416,8.95,6.6,156833688.0910795,"10km SSW of Agua Dulce, CA",ci3347678,34956041920,1971-02-09 22:00:41.920,1971
-61.377,-63.398,12.5,7.0,282475249.0,South Shetland Islands,iscgem787022,34895060000,1971-02-09 05:04:20.000,1971
-176.974,51.409,28.9,7.0,282475249.0,"Andreanof Islands, Aleutian Islands, Alaska",iscgem786954,34741770000,1971-02-07 10:29:30.000,1971
98.711,0.653,30.0,7.0,282475249.0,"Nias region, Indonesia",iscgem786889,34529609000,1971-02-04 23:33:29.000,1971
-173.044,51.557,35.0,6.1,71334291.16628821,"Andreanof Islands, Aleutian Islands, Alaska",iscgem786793,34233564000,1971-02-01 13:19:24.000,1971
151.009,51.604,535.6,6.9,244619406.06547612,Sea of Okhotsk,iscgem788703,34034285000,1971-01-30 05:58:05.000,1971
-177.846,51.483,35.0,6.4,115292150.46068476,"Andreanof Islands, Aleutian Islands, Alaska",iscgem788547,33667696000,1971-01-26 00:08:16.000,1971
151.421,-9.701,20.0,6.2,83929936.58683404,D'Entrecasteaux Islands region,iscgem788524,33610705000,1971-01-25 08:18:25.000,1971
-108.692,23.757,35.0,6.0,60466176.0,Gulf of California,iscgem788372,33103016000,1971-01-19 11:16:56.000,1971
139.993,-3.261,30.0,6.0,60466176.0,"Papua, Indonesia",iscgem788103,32393679000,1971-01-11 06:14:39.000,1971
140.095,-3.5,30.0,6.2,83929936.58683404,"Papua, Indonesia",iscgem788078,32373518000,1971-01-11 00:38:38.000,1971
139.784,-3.2,30.0,6.0,60466176.0,"Papua, Indonesia",iscgem788076,32371668000,1971-01-11 00:07:48.000,1971
139.757,-3.337,30.0,6.0,60466176.0,"Papua, Indonesia",iscgem788067,32365798000,1971-01-10 22:29:58.000,1971
139.674,-3.078,30.0,6.6,156833688.0910795,"Papua, Indonesia",iscgem788053,32352307000,1971-01-10 18:45:07.000,1971
139.722,-3.184,30.0,7.7,732668047.2586203,"Papua, Indonesia",iscgem788036,32339825000,1971-01-10 15:17:05.000,1971
154.247,47.341,35.0,6.2,83929936.58683404,Kuril Islands,iscgem787995,32193931000,1971-01-08 22:45:31.000,1971
-2.668,-55.918,15.0,7.1,325524355.100988,southern Mid-Atlantic Ridge,iscgem787884,31772141000,1971-01-04 01:35:41.000,1971
141.183,-4.19,35.0,6.0,60466176.0,"New Guinea, Papua New Guinea",iscgem787816,31564683000,1971-01-01 15:58:03.000,1971
161.395,-10.436,30.0,6.7,182283780.4551762,Solomon Islands,iscgem789614,31285568000,1970-12-29 10:26:08.000,1970
153.52,-5.242,55.0,6.6,156833688.0910795,"New Ireland region, Papua New Guinea",iscgem789605,31262606000,1970-12-29 04:03:26.000,1970
99.885,-1.542,42.3,6.2,83929936.58683404,"Kepulauan Mentawai region, Indonesia",iscgem789314,30451087000,1970-12-19 18:38:07.000,1970
-27.564,-56.167,110.0,6.0,60466176.0,South Sandwich Islands region,iscgemsup789251,30271342000,1970-12-17 16:42:22.000,1970
-80.542,-4.026,25.0,7.2,374390624.26244885,Peru-Ecuador border region,iscgem789028,29651681000,1970-12-10 12:34:41.000,1970
-71.146,-30.838,50.7,6.5,134627433.44628906,"Coquimbo, Chile",iscgem789000,29532608000,1970-12-09 03:30:08.000,1970
140.175,29.773,184.6,6.7,182283780.4551762,"Izu Islands, Japan region",iscgem788974,29453722000,1970-12-08 05:35:22.000,1970
143.742,41.787,40.0,6.5,134627433.44628906,"Hokkaido, Japan region",iscgem788955,29362852000,1970-12-07 04:20:52.000,1970
-69.988,-23.222,39.2,6.5,134627433.44628906,"Antofagasta, Chile",iscgem788901,29178530000,1970-12-05 01:08:50.000,1970
163.377,-11.154,30.0,7.0,282475249.0,Solomon Islands,iscgem788837,29001262000,1970-12-02 23:54:22.000,1970
-175.348,51.289,25.0,6.0,60466176.0,"Andreanof Islands, Aleutian Islands, Alaska",iscgem788799,28933777000,1970-12-02 05:09:37.000,1970
163.362,-10.974,10.0,6.2,83929936.58683404,Solomon Islands,iscgem788793,28923278000,1970-12-02 02:14:38.000,1970
-13.97,-11.803,20.0,6.4,115292150.46068476,Ascension Island region,iscgem790645,28706479000,1970-11-29 14:01:19.000,1970
142.904,-4.164,125.0,6.0,60466176.0,"New Guinea, Papua New Guinea",iscgem790633,28671773000,1970-11-29 04:22:53.000,1970
-69.86,-21.019,45.2,6.0,60466176.0,"Tarapaca, Chile",iscgemsup790629,28651534000,1970-11-28 22:45:34.000,1970
-112.701,-28.871,10.0,6.0,60466176.0,Easter Island region,iscgem790319,27807057000,1970-11-19 04:10:57.000,1970
121.349,22.78,29.5,6.2,83929936.58683404,Taiwan region,iscgem790201,27417501000,1970-11-14 15:58:21.000,1970
123.863,12.081,13.5,6.5,134627433.44628906,"Masbate region, Philippines",iscgem790180,27353783000,1970-11-13 22:16:23.000,1970
145.077,-5.135,15.0,6.3,98493029.18817906,"eastern New Guinea region, Papua New Guinea",iscgem790114,27238037000,1970-11-12 14:07:17.000,1970
135.544,-3.428,35.0,6.7,182283780.4551762,"Papua, Indonesia",iscgem790008,26951748000,1970-11-09 06:35:48.000,1970
126.421,9.066,40.0,6.1,71334291.16628821,"Mindanao, Philippines",iscgem789999,26924338000,1970-11-08 22:58:58.000,1970
145.396,-4.999,60.0,6.9,244619406.06547612,"near the north coast of New Guinea, Papua New Guinea",iscgem791579,26243594000,1970-11-01 01:53:14.000,1970
80.434,-41.361,20.0,6.0,60466176.0,Mid-Indian Ridge,iscgemsup791511,26015003000,1970-10-29 10:23:23.000,1970
93.926,9.131,25.4,6.4,115292150.46068476,"Nicobar Islands, India region",iscgem791408,25715391000,1970-10-25 23:09:51.000,1970
140.718,39.237,15.0,6.2,83929936.58683404,"eastern Honshu, Japan",iscgem791152,24902773000,1970-10-16 13:26:13.000,1970
147.11,43.489,35.0,6.1,71334291.16628821,Kuril Islands,iscgem791116,24786841000,1970-10-15 05:14:01.000,1970
147.932,43.424,32.5,6.4,115292150.46068476,Kuril Islands,iscgem791107,24776139000,1970-10-15 02:15:39.000,1970
-177.898,-32.049,25.0,6.2,83929936.58683404,south of the Kermadec Islands,iscgem791005,24471487000,1970-10-11 13:38:07.000,1970
-178.011,-32.003,25.0,6.5,134627433.44628906,south of the Kermadec Islands,iscgem790994,24463010000,1970-10-11 11:16:50.000,1970
-177.896,-31.915,25.0,6.3,98493029.18817906,Kermadec Islands region,iscgem790988,24443983000,1970-10-11 05:59:43.000,1970
86.146,-3.457,15.0,6.3,98493029.18817906,South Indian Ocean,iscgem790976,24396783000,1970-10-10 16:53:03.000,1970
155.007,-6.821,35.0,6.0,60466176.0,"Bougainville region, Papua New Guinea",iscgem790727,23696132000,1970-10-02 14:15:32.000,1970
122.003,20.73,30.0,6.0,60466176.0,"Batan Islands region, Philippines",iscgem792436,23536344000,1970-09-30 17:52:24.000,1970
166.602,-13.509,60.0,6.3,98493029.18817906,Vanuatu,iscgem792410,23436208000,1970-09-29 14:03:28.000,1970
-77.438,6.375,15.0,6.5,134627433.44628906,near the west coast of Colombia,iscgem792345,23254719000,1970-09-27 11:38:39.000,1970
-77.488,6.214,15.0,6.6,156833688.0910795,near the west coast of Colombia,iscgem792329,23198553000,1970-09-26 20:02:33.000,1970
154.697,-6.525,35.0,6.1,71334291.16628821,"Bougainville region, Papua New Guinea",iscgem792274,22979519000,1970-09-24 07:11:59.000,1970
154.61,-6.45,35.0,6.4,115292150.46068476,"Bougainville region, Papua New Guinea",iscgem792259,22939495000,1970-09-23 20:04:55.000,1970
144.537,13.124,45.0,6.0,60466176.0,Guam region,iscgem792044,22297761000,1970-09-16 09:49:21.000,1970
142.321,38.751,48.6,6.4,115292150.46068476,"near the east coast of Honshu, Japan",iscgem791993,22153495000,1970-09-14 17:44:55.000,1970
151.521,52.224,580.6,6.5,134627433.44628906,Sea of Okhotsk,iscgem791744,21369150000,1970-09-05 15:52:30.000,1970
167.874,-16.904,25.0,6.1,71334291.16628821,Vanuatu,iscgem791667,21202342000,1970-09-03 17:32:22.000,1970
147.629,17.717,25.0,6.6,156833688.0910795,Mariana Islands region,iscgem791596,21013875000,1970-09-01 13:11:15.000,1970
151.613,52.301,647.6,7.3,429762582.9703557,Sea of Okhotsk,iscgem793336,20886370000,1970-08-31 01:46:10.000,1970
153.137,-4.668,60.0,6.5,134627433.44628906,"New Ireland region, Papua New Guinea",iscgem793250,20653367000,1970-08-28 09:02:47.000,1970
-173.298,-15.223,10.0,6.0,60466176.0,Tonga,iscgem793243,20622144000,1970-08-28 00:22:24.000,1970
-142.65,-56.343,10.0,6.4,115292150.46068476,Pacific-Antarctic Ridge,iscgem793157,20349018000,1970-08-24 20:30:18.000,1970
-145.537,60.538,25.0,6.0,60466176.0,Southern Alaska,iscgem792985,19849928000,1970-08-19 01:52:08.000,1970
-86.63,11.892,60.0,6.5,134627433.44628906,near the coast of Nicaragua,iscgem792811,19301056000,1970-08-12 17:24:16.000,1970
166.721,-13.871,45.0,6.5,134627433.44628906,Vanuatu,iscgem792789,19273178000,1970-08-12 09:39:38.000,1970
166.651,-13.909,45.0,6.0,60466176.0,Vanuatu,iscgem792786,19269645000,1970-08-12 08:40:45.000,1970
166.657,-14.057,45.0,6.9,244619406.06547612,Vanuatu,iscgem792753,19218145000,1970-08-11 18:22:25.000,1970
-13.887,-1.119,13.2,6.3,98493029.18817906,north of Ascension Island,iscgem792739,19194532000,1970-08-11 11:48:52.000,1970
166.677,-13.856,45.0,6.4,115292150.46068476,Vanuatu,iscgem792729,19149322000,1970-08-10 23:15:22.000,1970
126.177,1.1,35.0,6.0,60466176.0,Molucca Sea,iscgem792675,18997449000,1970-08-09 05:04:09.000,1970
-178.109,-17.853,556.4,6.1,71334291.16628821,Fiji region,iscgem792622,18863473000,1970-08-07 15:51:13.000,1970
-72.532,-1.597,644.8,8.0,1073741824.0,Colombia,iscgem794176,18292085000,1970-08-01 01:08:05.000,1970
51.995,14.248,15.0,6.6,156833688.0910795,Gulf of Aden,iscgem794121,18161924000,1970-07-30 12:58:44.000,1970
55.885,37.733,15.0,6.7,182283780.4551762,Turkmenistan-Iran border region,iscgem794114,18147141000,1970-07-30 08:52:21.000,1970
95.34,25.977,76.1,7.0,282475249.0,Myanmar,iscgem794100,18094582000,1970-07-29 18:16:22.000,1970
77.679,39.802,14.7,6.0,60466176.0,"southern Xinjiang, China",iscgem794098,18078658000,1970-07-29 13:50:58.000,1970
177.546,-37.881,95.0,6.3,98493029.18817906,off the east coast of the North Island of New Zealand,iscgem794062,17929881000,1970-07-27 20:31:21.000,1970
131.873,32.158,45.0,6.2,83929936.58683404,"Kyushu, Japan",iscgem794034,17824239000,1970-07-26 15:10:39.000,1970
131.782,32.053,45.0,7.0,282475249.0,"Kyushu, Japan",iscgem794013,17793674000,1970-07-26 06:41:14.000,1970
152.156,-4.056,20.0,6.2,83929936.58683404,"New Britain region, Papua New Guinea",iscgem793870,17227364000,1970-07-19 17:22:44.000,1970
-178.508,51.329,35.0,6.1,71334291.16628821,"Andreanof Islands, Aleutian Islands, Alaska",iscgem793841,17113719000,1970-07-18 09:48:39.000,1970
-174.647,-22.137,35.0,6.3,98493029.18817906,Tonga region,iscgem793837,17093089000,1970-07-18 04:04:49.000,1970
-173.459,-19.006,20.0,6.1,71334291.16628821,Tonga,iscgem793800,17011065000,1970-07-17 05:17:45.000,1970
148.421,43.721,25.1,6.1,71334291.16628821,east of the Kuril Islands,iscgem793612,16373517000,1970-07-09 20:11:57.000,1970
-64.638,17.901,143.0,6.1,71334291.16628821,Virgin Islands region,iscgem793579,16260551000,1970-07-08 12:49:11.000,1970
139.266,-51.015,10.0,6.1,71334291.16628821,western Indian-Antarctic Ridge,iscgem793407,15728174000,1970-07-02 08:56:14.000,1970
-78.543,-10.125,52.0,6.0,60466176.0,near the coast of central Peru,iscgem793406,15727502000,1970-07-02 08:45:02.000,1970
-179.392,-21.678,605.1,6.4,115292150.46068476,Fiji region,iscgem794924,15419393000,1970-06-28 19:09:53.000,1970
124.0,-8.683,85.8,6.6,156833688.0910795,"Timor region, Indonesia",iscgem794912,15384618000,1970-06-28 09:30:18.000,1970
158.804,-7.833,45.0,6.2,83929936.58683404,Solomon Islands,iscgem794847,15138837000,1970-06-25 13:13:57.000,1970
-131.055,51.692,18.3,7.4,492399039.73558795,"Haida Gwaii Region, Canada",iscgem794827,15080953000,1970-06-24 21:09:13.000,1970
147.551,43.343,30.3,6.0,60466176.0,Kuril Islands,iscgem794790,14938413000,1970-06-23 05:33:33.000,1970
-45.907,15.428,10.0,6.2,83929936.58683404,northern Mid-Atlantic Ridge,iscgem794709,14653518000,1970-06-19 22:25:18.000,1970
-70.276,-22.261,60.0,6.5,134627433.44628906,"near the coast of Antofagasta, Chile",iscgem794705,14640976000,1970-06-19 18:56:16.000,1970
-71.724,-16.015,108.6,6.0,60466176.0,southern Peru,iscgemsup794653,14445863000,1970-06-17 12:44:23.000,1970
-64.499,-54.476,10.0,7.2,374390624.26244885,"Tierra del Fuego, Argentina region",iscgem794605,14296491000,1970-06-15 19:14:51.000,1970
-74.07,-52.028,15.0,7.0,282475249.0,"near the coast of Magallanes, Chile",iscgem794565,14169611000,1970-06-14 08:00:11.000,1970
158.902,-59.232,15.0,7.3,429762582.9703557,Macquarie Island region,iscgem794513,13970794000,1970-06-12 00:46:34.000,1970
-68.413,-24.418,110.6,6.6,156833688.0910795,"Antofagasta, Chile",iscgemsup794500,13932176000,1970-06-11 14:02:56.000,1970
149.53,44.859,45.0,6.0,60466176.0,Kuril Islands,iscgem794484,13882669000,1970-06-11 00:17:49.000,1970
78.691,42.51,15.0,6.3,98493029.18817906,Kyrgyzstan,iscgem794309,13409588000,1970-06-05 12:53:08.000,1970
-78.536,-9.956,54.9,6.4,115292150.46068476,near the coast of northern Peru,iscgem794284,13320567000,1970-06-04 12:09:27.000,1970
-79.092,-9.302,45.4,6.2,83929936.58683404,off the coast of northern Peru,iscgemsup794187,13052171000,1970-06-01 09:36:11.000,1970
-78.352,-9.975,50.6,6.1,71334291.16628821,near the coast of northern Peru,iscgem796165,13034752000,1970-06-01 04:45:52.000,1970
-78.737,-9.183,45.0,7.9,946827608.2626852,near the coast of northern Peru,iscgem796163,13033409000,1970-06-01 04:23:29.000,1970
166.411,-11.591,55.0,6.3,98493029.18817906,Santa Cruz Islands,iscgem796108,12855741000,1970-05-30 03:02:21.000,1970
-173.427,-14.978,10.0,6.0,60466176.0,Samoa Islands region,iscgem796097,12806076000,1970-05-29 13:14:36.000,1970
143.095,40.267,30.0,6.0,60466176.0,"off the east coast of Honshu, Japan",iscgem796061,12700600000,1970-05-28 07:56:40.000,1970
143.117,40.139,15.0,6.2,83929936.58683404,"off the east coast of Honshu, Japan",iscgem796059,12695747000,1970-05-28 06:35:47.000,1970
140.23,27.236,390.0,7.1,325524355.100988,"Bonin Islands, Japan region",iscgem796043,12657907000,1970-05-27 20:05:07.000,1970
-28.148,-55.801,55.0,6.1,71334291.16628821,South Sandwich Islands region,iscgem795832,12081821000,1970-05-21 04:03:41.000,1970
91.118,50.224,7.0,6.3,98493029.18817906,Russia-Mongolia border region,iscgem795644,11639593000,1970-05-16 01:13:13.000,1970
47.14,43.191,15.0,6.7,182283780.4551762,"Caucasus region, Russia",iscgem795586,11556746000,1970-05-15 02:12:26.000,1970
47.131,43.078,12.5,6.1,71334291.16628821,"Caucasus region, Russia",iscgem795568,11524822000,1970-05-14 17:20:22.000,1970
145.303,18.586,605.0,6.1,71334291.16628821,"Pagan region, Northern Mariana Islands",iscgem795461,11217917000,1970-05-11 04:05:17.000,1970
151.837,-4.317,180.0,6.2,83929936.58683404,"New Britain region, Papua New Guinea",iscgem795428,11124048000,1970-05-10 02:00:48.000,1970
79.876,-41.767,20.0,6.1,71334291.16628821,Mid-Indian Ridge,iscgem795204,10695200000,1970-05-05 02:53:20.000,1970
-93.373,14.326,35.0,6.0,60466176.0,"off the coast of Chiapas, Mexico",iscgem797382,10327899000,1970-04-30 20:51:39.000,1970
-93.254,14.545,35.0,6.6,156833688.0910795,"offshore Chiapas, Mexico",iscgem797367,10312382000,1970-04-30 16:33:02.000,1970
-92.653,14.52,35.0,7.3,429762582.9703557,"offshore Chiapas, Mexico",iscgem797311,10245695000,1970-04-29 22:01:35.000,1970
-92.847,14.425,35.0,6.6,156833688.0910795,"offshore Chiapas, Mexico",iscgem797298,10236157000,1970-04-29 19:22:37.000,1970
171.366,52.967,33.1,6.0,60466176.0,"Near Islands, Aleutian Islands, Alaska",iscgem797199,9987631000,1970-04-26 22:20:31.000,1970
169.318,-18.715,238.7,6.6,156833688.0910795,Vanuatu,iscgem796948,9455953000,1970-04-20 18:39:13.000,1970
29.747,38.944,17.5,6.0,60466176.0,western Turkey,iscgem796918,9380855000,1970-04-19 21:47:35.000,1970
29.753,38.972,18.4,6.1,71334291.16628821,western Turkey,iscgem796915,9379778000,1970-04-19 21:29:38.000,1970
147.232,42.928,28.3,6.1,71334291.16628821,"off the coast of Hokkaido, Japan",iscgem796897,9329135000,1970-04-19 07:25:35.000,1970
-142.683,59.702,15.0,6.7,182283780.4551762,Gulf of Alaska,iscgem796787,9092001000,1970-04-16 13:33:21.000,1970
141.629,34.579,25.0,6.0,60466176.0,"off the east coast of Honshu, Japan",iscgem796780,9078957000,1970-04-16 09:55:57.000,1970
122.624,15.219,25.0,6.2,83929936.58683404,Philippine Islands region,iscgem796759,9033265000,1970-04-15 21:14:25.000,1970
122.064,15.136,22.5,6.9,244619406.06547612,Philippine Islands region,iscgem796629,8740906000,1970-04-12 12:01:46.000,1970
-142.594,59.61,15.0,6.1,71334291.16628821,Gulf of Alaska,iscgem796590,8654745000,1970-04-11 12:05:45.000,1970
121.723,15.457,25.0,6.5,134627433.44628906,"Luzon, Philippines",iscgem796476,8457838000,1970-04-09 05:23:58.000,1970
22.682,38.304,20.0,6.3,98493029.18817906,Greece,iscgem796453,8430629000,1970-04-08 21:50:29.000,1970
121.63,15.791,25.0,7.4,492399039.73558795,"Luzon, Philippines",iscgem796378,8314446000,1970-04-07 13:34:06.000,1970
-173.859,-20.666,25.0,6.0,60466176.0,Tonga,iscgem796237,7973553000,1970-04-03 14:52:33.000,1970
126.451,6.754,50.0,6.8,211392282.015721,"Mindanao, Philippines",iscgem798643,7663604000,1970-03-31 00:46:44.000,1970
168.634,-17.07,237.2,6.6,156833688.0910795,Vanuatu,iscgem798577,7553301000,1970-03-29 18:08:21.000,1970
29.57,39.098,25.0,6.9,244619406.06547612,western Turkey,iscgem798506,7506146000,1970-03-29 05:02:26.000,1970
154.667,-6.253,60.0,6.0,60466176.0,"Bougainville region, Papua New Guinea",iscgem798488,7458360000,1970-03-28 15:46:00.000,1970
119.364,0.288,25.0,6.7,182283780.4551762,"Minahasa, Sulawesi, Indonesia",iscgem798465,7411010000,1970-03-28 02:36:50.000,1970
126.691,-22.13,10.0,6.0,60466176.0,Western Australia,iscgem798352,7122919000,1970-03-24 18:35:19.000,1970
173.58,51.411,23.2,6.3,98493029.18817906,"Near Islands, Aleutian Islands, Alaska",iscgem798211,6737613000,1970-03-20 07:33:33.000,1970
-69.397,-29.701,116.7,6.0,60466176.0,"San Juan, Argentina",iscgem798065,6352758000,1970-03-15 20:39:18.000,1970
-154.058,57.399,39.0,6.0,60466176.0,"Kodiak Island region, Alaska",iscgem797882,6043116000,1970-03-12 06:38:36.000,1970
148.909,44.683,54.5,6.2,83929936.58683404,Kuril Islands,iscgem797745,5893109000,1970-03-10 12:58:29.000,1970
168.672,-19.091,30.0,6.6,156833688.0910795,Vanuatu,iscgem797686,5846471000,1970-03-10 00:01:11.000,1970
126.891,7.273,35.0,6.1,71334291.16628821,"Mindanao, Philippines",iscgem797518,5408869000,1970-03-04 22:27:49.000,1970
143.847,12.213,20.0,6.2,83929936.58683404,Guam region,iscgem797509,5369435000,1970-03-04 11:30:35.000,1970
-174.915,52.487,164.1,7.1,325524355.100988,"Andreanof Islands, Aleutian Islands, Alaska",iscgem799531,5050353000,1970-02-28 18:52:33.000,1970
-179.788,50.144,10.0,6.1,71334291.16628821,"Andreanof Islands, Aleutian Islands, Alaska",iscgem799476,4950479000,1970-02-27 15:07:59.000,1970
147.547,43.473,26.2,6.1,71334291.16628821,Kuril Islands,iscgem799455,4922945000,1970-02-27 07:29:05.000,1970
122.253,24.126,30.0,6.1,71334291.16628821,Taiwan region,iscgem799415,4789259000,1970-02-25 18:20:59.000,1970
-176.668,-20.724,251.6,6.0,60466176.0,Fiji region,iscgem799223,4202613000,1970-02-18 23:23:33.000,1970
112.997,-5.923,622.8,6.5,134627433.44628906,Java Sea,iscgem799077,3771808000,1970-02-13 23:43:28.000,1970
153.782,47.284,15.0,6.0,60466176.0,Kuril Islands,iscgem798901,3240455000,1970-02-07 20:07:35.000,1970
154.092,47.184,15.0,6.0,60466176.0,Kuril Islands,iscgem798892,3232865000,1970-02-07 18:01:05.000,1970
100.771,23.083,10.0,6.1,71334291.16628821,"Yunnan, China",iscgem798878,3190241000,1970-02-07 06:10:41.000,1970
121.924,12.687,25.0,6.0,60466176.0,"Mindoro, Philippines",iscgem798863,3118654000,1970-02-06 10:17:34.000,1970
163.189,54.513,20.0,6.0,60466176.0,"off the east coast of the Kamchatka Peninsula, Russia",iscgem798861,3111108000,1970-02-06 08:11:48.000,1970
121.952,12.584,15.0,6.7,182283780.4551762,"Mindoro, Philippines",iscgem798855,3103561000,1970-02-06 06:06:01.000,1970
154.2,46.943,22.2,6.0,60466176.0,east of the Kuril Islands,iscgem798843,3069998000,1970-02-05 20:46:38.000,1970
-99.576,15.518,10.0,6.4,115292150.46068476,"off the coast of Guerrero, Mexico",iscgem798802,2956128000,1970-02-04 13:08:48.000,1970
147.489,43.321,29.7,6.0,60466176.0,Kuril Islands,iscgem798752,2828992000,1970-02-03 01:49:52.000,1970
-178.766,-20.672,605.9,6.1,71334291.16628821,Fiji region,iscgem800471,2415962000,1970-01-29 07:06:02.000,1970
166.488,-12.592,35.0,6.5,134627433.44628906,Santa Cruz Islands,iscgem800401,2196080000,1970-01-26 18:01:20.000,1970
-104.189,6.843,10.0,6.7,182283780.4551762,Galapagos Triple Junction region,iscgem800281,1792297000,1970-01-22 01:51:37.000,1970
143.05,42.523,35.1,6.4,115292150.46068476,"Hokkaido, Japan region",iscgem800254,1704785000,1970-01-21 01:33:05.000,1970
-177.219,-25.946,70.0,6.8,211392282.015721,south of the Fiji Islands,iscgemsup800237,1667991000,1970-01-20 15:19:51.000,1970
123.233,-10.169,25.0,6.0,60466176.0,"Timor region, Indonesia",iscgem800066,1131756000,1970-01-14 10:22:36.000,1970
126.857,7.326,45.0,6.0,60466176.0,"Mindanao, Philippines",iscgem799983,882125000,1970-01-11 13:02:05.000,1970
126.682,6.785,40.0,7.2,374390624.26244885,"Mindanao, Philippines",iscgem799944,821227000,1970-01-10 20:07:07.000,1970
178.782,-34.85,199.4,6.8,211392282.015721,south of the Kermadec Islands,iscgem799872,666761000,1970-01-09 01:12:41.000,1970
-59.808,15.785,36.7,6.0,60466176.0,"east of Guadeloupe, Leeward Islands",iscgem799824,546974000,1970-01-07 15:56:14.000,1970
151.493,-9.583,15.0,6.3,98493029.18817906,D'Entrecasteaux Islands region,iscgem799772,452154000,1970-01-06 13:35:54.000,1970
102.543,24.185,11.3,7.1,325524355.100988,"Yunnan, China",iscgem799712,320441000,1970-01-05 01:00:41.000,1970
129.075,28.532,25.0,6.3,98493029.18817906,"Ryukyu Islands, Japan",iscgem801741,-17884000,1970-01-01 03:01:56.000,1970
-59.854,16.062,20.0,6.1,71334291.16628821,"east of Guadeloupe, Leeward Islands",iscgem801439,-523734000,1969-12-26 06:31:06.000,1969
-59.694,15.648,20.0,7.2,374390624.26244885,"east of Dominica, Leeward Islands",iscgem801426,-527249000,1969-12-26 05:32:31.000,1969
142.423,46.254,345.0,6.3,98493029.18817906,"Sakhalin, Russia",iscgem801176,-1160873000,1969-12-18 21:32:07.000,1969
126.827,1.956,35.0,6.1,71334291.16628821,Molucca Sea,iscgem801038,-1545470000,1969-12-14 10:42:10.000,1969
166.98,-15.071,20.0,6.2,83929936.58683404,Vanuatu,iscgem800910,-1829157000,1969-12-11 03:54:03.000,1969
167.834,-16.841,25.0,6.0,60466176.0,Vanuatu,iscgem802688,-3064554000,1969-11-26 20:44:06.000,1969
-153.864,56.106,17.8,6.0,60466176.0,"Kodiak Island region, Alaska",iscgem802635,-3200891000,1969-11-25 06:51:49.000,1969
71.665,37.118,115.1,6.1,71334291.16628821,Tajikistan,iscgem802628,-3220600000,1969-11-25 01:23:20.000,1969
163.554,57.65,35.0,7.4,492399039.73558795,"near the east coast of the Kamchatka Peninsula, Russia",iscgem802552,-3372620000,1969-11-23 07:09:40.000,1969
94.489,2.005,25.0,7.6,642888893.2339939,off the west coast of northern Sumatra,iscgem802491,-3534862000,1969-11-21 10:05:38.000,1969
-71.794,-27.837,21.4,6.0,60466176.0,"offshore Atacama, Chile",iscgem802240,-4205310000,1969-11-13 15:51:30.000,1969
60.043,27.793,75.0,6.6,156833688.0910795,southeastern Iran,iscgem802001,-4685154000,1969-11-08 02:34:06.000,1969
-178.779,51.064,25.0,6.0,60466176.0,"Andreanof Islands, Aleutian Islands, Alaska",iscgem801961,-4765182000,1969-11-07 04:20:18.000,1969
-121.428,34.589,10.0,6.0,60466176.0,offshore Central California,iscgem801913,-4860348000,1969-11-06 01:54:12.000,1969
-107.988,23.148,10.0,6.6,156833688.0910795,Gulf of California,iscgem801757,-5230296000,1969-11-01 19:08:24.000,1969
-178.975,51.279,30.0,6.6,156833688.0910795,"Andreanof Islands, Aleutian Islands, Alaska",iscgem803964,-5315216000,1969-10-31 19:33:04.000,1969
17.253,44.854,15.0,6.1,71334291.16628821,Bosnia and Herzegovina,iscgem803833,-5672942000,1969-10-27 16:10:58.000,1969
23.581,-53.449,20.0,6.3,98493029.18817906,south of Africa,iscgem803822,-5710840000,1969-10-27 05:39:20.000,1969
17.339,44.813,15.0,6.1,71334291.16628821,Bosnia and Herzegovina,iscgem803808,-5732588000,1969-10-26 23:36:52.000,1969
94.636,23.041,135.0,6.3,98493029.18817906,Myanmar,iscgem803481,-6561286000,1969-10-17 09:25:14.000,1969
